node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score
ACC000493,Account,ACC000493,0,13.0,658.93,53.0,78.1,5.0,0.0,1.0,59.68,Medium,4,13,17,0.006669,0.00033717,36.01
ACC000869,Account,ACC000869,0,3.0,227.81,53.0,90.99,1.0,1.0,1.0,59.7,Medium,3,8,11,0.004315,0.00047428,36.0
CUST000618,Customer,Oliver Miller,0,7.0,286.69,52.0,85.66,3.0,0.0,2.0,59.88,Medium,0,2,2,0.000785,0.00025145,35.99
ACC000448,Account,ACC000448,0,11.0,996.04,53.0,72.5,5.0,0.0,3.0,59.72,Medium,1,13,14,0.005492,0.00025145,35.99
CUST000896,Customer,Oliver Miller,0,7.0,529.6999999999999,56.0,84.68,2.0,0.0,2.0,59.84,Medium,0,3,3,0.001177,0.00025145,35.98
ACC000942,Account,ACC000942,0,4.0,86.67,73.0,72.55,1.0,0.0,0.0,59.74,Medium,3,7,10,0.003923,0.00030592,35.98
CUST000515,Customer,Noah Ali,0,18.0,1446.74,56.0,63.28,7.0,0.0,2.0,59.85,Medium,0,1,1,0.000392,0.00025145,35.97
CUST000481,Customer,Muhammad Khan,0,12.0,640.29,48.0,89.19,4.0,0.0,1.0,59.82,Medium,0,1,1,0.000392,0.00025145,35.95
ACC001182,Account,ACC001182,0,3.0,313.43,48.0,97.49,1.0,1.0,1.0,59.72,Medium,2,5,7,0.002746,0.00027089,35.94
ACC000842,Account,ACC000842,0,4.0,216.92999999999998,45.0,96.88,1.0,2.0,1.0,59.66,Medium,4,7,11,0.004315,0.00030435,35.94
CUST000655,Customer,Maya Wright,0,7.0,431.21999999999997,56.0,83.12,3.0,0.0,1.0,59.79,Medium,0,1,1,0.000392,0.00025145,35.93
ACC000773,Account,ACC000773,0,8.0,319.37,56.0,83.94,2.0,0.0,2.0,59.58,Medium,4,10,14,0.005492,0.0003502,35.93
ACC000286,Account,ACC000286,0,5.0,7493.400000000001,43.0,99.45,2.0,1.0,1.0,59.66,Medium,1,7,8,0.003138,0.00025145,35.91
ACC000074,Account,ACC000074,0,10.0,1663.5800000000002,48.0,81.31,5.0,0.0,2.0,59.56,Medium,2,13,15,0.005885,0.00025952,35.91
CUST000303,Customer,Leo Robinson,0,12.0,565.33,57.0,81.61,3.0,0.0,1.0,59.71,Medium,0,3,3,0.001177,0.00025145,35.9
ACC000369,Account,ACC000369,0,9.0,1849.3899999999999,53.0,79.12,4.0,0.0,2.0,59.54,Medium,3,11,14,0.005492,0.00030828,35.9
CUST000031,Customer,Muhammad Young,0,10.0,420.05,39.0,90.3,6.0,1.0,0.0,59.66,Medium,0,3,3,0.001177,0.00025145,35.87
ACC000169,Account,ACC000169,0,8.0,460.90999999999997,57.0,66.76,5.0,0.0,3.0,59.52,Medium,2,12,14,0.005492,0.00025411,35.87
ACC000175,Account,ACC000175,0,2.0,108.88,58.0,84.17,2.0,0.0,1.0,59.56,Medium,2,4,6,0.002354,0.00036849,35.86
ACC000771,Account,ACC000771,0,5.0,285.84000000000003,44.0,94.81,2.0,1.0,2.0,59.48,Medium,2,5,7,0.002746,0.00025871,35.79
CUST000968,Customer,Adam Wilson,0,9.0,287.15,38.0,91.26,4.0,1.0,3.0,59.54,Medium,0,1,1,0.000392,0.00025145,35.78
ACC001131,Account,ACC001131,0,6.0,148.52,58.0,83.78,2.0,0.0,1.0,59.42,Medium,2,8,10,0.003923,0.00026835,35.78
ACC001133,Account,ACC001133,0,6.0,341.58,60.0,72.15,4.0,0.0,1.0,59.25,Medium,4,11,15,0.005885,0.00054914,35.78
CUST000847,Customer,Fatima Robinson,0,8.0,771.46,38.0,92.58,5.0,1.0,1.0,59.5,Medium,0,2,2,0.000785,0.00025145,35.77
ACC001050,Account,ACC001050,0,5.0,374.98,58.0,80.78,2.0,0.0,2.0,59.37,Medium,5,6,11,0.004315,0.0003053,35.77
CUST000222,Customer,Fatima Wright,0,4.0,189.86,44.0,93.41,3.0,1.0,1.0,59.49,Medium,0,2,2,0.000785,0.00025145,35.76
CUST000644,Customer,Fatima Wilson,0,10.0,5913.81,43.0,90.38,4.0,1.0,1.0,59.48,Medium,0,2,2,0.000785,0.00025145,35.75
ACC000979,Account,ACC000979,0,6.0,4639.0199999999995,52.0,87.06,3.0,0.0,1.0,59.37,Medium,2,7,9,0.003531,0.00028987,35.75
CUST000444,Customer,Sophia Khan,0,9.0,278.24,53.0,70.37,6.0,0.0,2.0,59.48,Medium,0,0,0,0.0,0.00025145,35.74
ACC000781,Account,ACC000781,0,6.0,175.10999999999999,58.0,76.42,3.0,0.0,2.0,59.35,Medium,3,6,9,0.003531,0.00031986,35.74
ACC000609,Account,ACC000609,0,10.0,431.69,57.0,77.39,3.0,0.0,2.0,59.24,Medium,3,14,17,0.006669,0.00027094,35.73
CUST000731,Customer,Ali Brown,0,7.0,530.05,48.0,87.97,4.0,0.0,1.0,59.39,Medium,0,3,3,0.001177,0.00025145,35.71
ACC000657,Account,ACC000657,0,8.0,381.17,49.0,90.56,2.0,1.0,1.0,59.25,Medium,3,8,11,0.004315,0.00025877,35.69
CUST000894,Customer,Mia Wright,0,5.0,569.46,56.0,86.14,2.0,0.0,1.0,59.35,Medium,0,2,2,0.000785,0.00025145,35.68
CUST000908,Customer,Fatima Miller,0,11.0,543.4,43.0,92.9,4.0,1.0,0.0,59.36,Medium,0,0,0,0.0,0.00025145,35.67
ACC001235,Account,ACC001235,0,3.0,152.98000000000002,61.0,79.52,2.0,0.0,1.0,59.28,Medium,2,5,7,0.002746,0.00025899,35.67
CUST000775,Customer,Maya Smith,0,13.0,514.01,43.0,84.25,7.0,0.0,0.0,59.34,Medium,0,1,1,0.000392,0.00025145,35.66
CUST000317,Customer,Muhammad Clarke,0,7.0,445.95,43.0,97.09,3.0,1.0,0.0,59.33,Medium,0,0,0,0.0,0.00025145,35.65
CUST000848,Customer,Mia Smith,0,8.0,245.22,48.0,84.86,4.0,0.0,2.0,59.3,Medium,0,2,2,0.000785,0.00025145,35.65
ACC000055,Account,ACC000055,0,12.0,564.04,48.0,74.09,7.0,0.0,1.0,59.03,Medium,3,16,19,0.007454,0.0004337,35.65
ACC000735,Account,ACC000735,0,9.0,536.28,56.0,73.86,4.0,0.0,2.0,59.05,Medium,4,11,15,0.005885,0.00042657,35.63
ACC000249,Account,ACC000249,0,4.0,307.64,62.0,82.03,1.0,0.0,1.0,59.11,Medium,3,6,9,0.003531,0.00029816,35.6
ACC000024,Account,ACC000024,0,8.0,518.61,50.0,91.48,2.0,1.0,0.0,59.02,Medium,4,11,15,0.005885,0.00035155,35.6
CUST000616,Customer,Oliver Hall,0,10.0,451.91,53.0,85.35,3.0,0.0,1.0,59.22,Medium,0,0,0,0.0,0.00025145,35.58
ACC000096,Account,ACC000096,0,5.0,270.15,58.0,64.27,5.0,0.0,3.0,59.09,Medium,2,6,8,0.003138,0.00025401,35.57
ACC000413,Account,ACC000413,0,6.0,299.12,52.0,86.24,3.0,0.0,1.0,59.08,Medium,1,8,9,0.003531,0.00025145,35.57
ACC000483,Account,ACC000483,0,13.0,812.9,48.0,83.52,4.0,0.0,2.0,58.83,Medium,5,13,18,0.007062,0.00054924,35.55
CUST000553,Customer,Adam Miller,0,4.0,206.95,56.0,85.5,2.0,0.0,1.0,59.12,Medium,0,1,1,0.000392,0.00025145,35.53
ACC001160,Account,ACC001160,0,7.0,272.43,48.0,79.33,5.0,0.0,2.0,58.87,Medium,6,9,15,0.005885,0.0004319,35.53
CUST000781,Customer,James Ali,0,9.0,506.69,57.0,72.65,4.0,0.0,2.0,59.08,Medium,0,1,1,0.000392,0.00025145,35.51
CUST000678,Customer,Ethan Davies,0,8.0,489.02,58.0,75.54,3.0,0.0,2.0,59.04,Medium,0,2,2,0.000785,0.00025145,35.49
ACC001208,Account,ACC001208,0,5.0,163.2,44.0,98.85,2.0,1.0,0.0,58.9,Medium,3,8,11,0.004315,0.00029629,35.49
ACC000157,Account,ACC000157,0,7.0,2537.27,44.0,91.74,3.0,1.0,1.0,58.91,Medium,2,9,11,0.004315,0.00026051,35.48
ACC001291,Account,ACC001291,0,6.0,301.21,44.0,95.94,2.0,1.0,1.0,58.88,Medium,3,9,12,0.004708,0.00030008,35.48
ACC000940,Account,ACC000940,0,13.0,487.21,48.0,78.95,5.0,0.0,2.0,58.73,Medium,1,15,16,0.006277,0.00025145,35.41
CUST000712,Customer,Sophia Jones,0,10.0,431.76,43.0,95.76,3.0,1.0,0.0,58.87,Medium,0,3,3,0.001177,0.00025145,35.4
ACC000736,Account,ACC000736,0,11.0,439.83,40.0,94.98,4.0,1.0,0.0,58.74,Medium,1,12,13,0.0051,0.00025145,35.4
CUST000057,Customer,James Hussain,0,14.0,544.2,43.0,87.19,6.0,0.0,0.0,58.87,Medium,0,0,0,0.0,0.00025145,35.37
CUST000422,Customer,Muhammad Young,0,6.0,296.8,38.0,99.2,2.0,2.0,1.0,58.82,Medium,0,2,2,0.000785,0.00025145,35.36
MER000074,Merchant,Pharmacy Merchant 074,0,33.0,1451.2,40.0,92.22,3.0,1.0,2.0,58.28,Medium,32,0,32,0.012554,0.0006537,35.35
CUST000613,Customer,James Miller,0,9.0,292.41,60.0,62.19,6.0,0.0,1.0,58.77,Medium,0,4,4,0.001569,0.00025145,35.34
ACC000221,Account,ACC000221,0,4.0,185.62,43.0,92.4,3.0,1.0,1.0,58.69,Medium,2,6,8,0.003138,0.00025953,35.33
ACC000510,Account,ACC000510,0,6.0,3239.19,48.0,85.86,4.0,0.0,1.0,58.65,Medium,2,8,10,0.003923,0.00030121,35.33
CUST000122,Customer,Maya Ali,0,9.0,3558.7000000000003,49.0,77.71,5.0,0.0,2.0,58.75,Medium,0,2,2,0.000785,0.00025145,35.32
ACC000457,Account,ACC000457,0,6.0,174.17000000000002,56.0,68.2,5.0,0.0,2.0,58.57,Medium,3,9,12,0.004708,0.00036406,35.31
CUST000186,Customer,Sophia Hall,0,11.0,439.83,40.0,94.98,4.0,1.0,0.0,58.74,Medium,0,1,1,0.000392,0.00025145,35.3
CUST000559,Customer,Isabella Green,0,11.0,368.95,48.0,78.95,5.0,0.0,2.0,58.73,Medium,0,1,1,0.000392,0.00025145,35.3
ACC000041,Account,ACC000041,0,9.0,704.86,48.0,81.4,5.0,0.0,1.0,58.59,Medium,2,10,12,0.004708,0.00026372,35.3
ACC000456,Account,ACC000456,0,13.0,1097.32,55.0,83.56,3.0,0.0,0.0,58.5,Medium,2,14,16,0.006277,0.00026455,35.28
ACC000987,Account,ACC000987,0,6.0,866.29,63.0,74.67,2.0,0.0,1.0,58.48,Medium,3,12,15,0.005885,0.00035559,35.28
CUST000898,Customer,Isabella Walker,0,5.0,352.75,56.0,81.37,2.0,0.0,2.0,58.68,Medium,0,1,1,0.000392,0.00025145,35.27
CUST000523,Customer,Oliver Smith,0,3.0,120.08,62.0,69.39,3.0,0.0,2.0,58.69,Medium,0,0,0,0.0,0.00025145,35.26
CUST000628,Customer,Fatima Wilson,0,9.0,612.81,44.0,95.36,2.0,1.0,1.0,58.68,Medium,0,0,0,0.0,0.00025145,35.26
ACC000167,Account,ACC000167,0,2.0,3024.96,57.0,86.93,1.0,0.0,1.0,58.58,Medium,3,4,7,0.002746,0.00027334,35.26
ACC000523,Account,ACC000523,0,12.0,395.14,66.0,70.65,2.0,0.0,1.0,58.43,Medium,3,16,19,0.007454,0.00026832,35.26
CUST000464,Customer,Grace Robinson,0,7.0,510.18,56.0,79.89,3.0,0.0,1.0,58.66,Medium,0,0,0,0.0,0.00025145,35.25
CUST000503,Customer,Amelia Wright,0,20.0,1355.4,44.0,72.34,7.0,0.0,3.0,58.62,Medium,0,3,3,0.001177,0.00025145,35.25
CUST000737,Customer,Noah Walker,0,6.0,3829.72,54.0,82.36,3.0,0.0,1.0,58.63,Medium,0,1,1,0.000392,0.00025145,35.24
CUST000343,Customer,Maya Patel,0,5.0,238.42000000000002,52.0,86.21,2.0,0.0,2.0,58.57,Medium,0,1,1,0.000392,0.00025145,35.2
ACC001222,Account,ACC001222,0,10.0,455.84,44.0,83.06,5.0,0.0,2.0,58.37,Medium,3,12,15,0.005885,0.00028487,35.2
CUST000651,Customer,Fatima Robinson,0,8.0,352.53,38.0,96.95,2.0,3.0,0.0,58.53,Medium,0,1,1,0.000392,0.00025145,35.18
CUST000231,Customer,Isabella Ali,0,4.0,238.65,56.0,83.71,2.0,0.0,1.0,58.5,Medium,0,1,1,0.000392,0.00025145,35.16
ACC001290,Account,ACC001290,0,7.0,3774.5600000000004,38.0,96.28,4.0,1.0,0.0,58.3,Medium,2,9,11,0.004315,0.00028556,35.12
ACC000065,Account,ACC000065,0,6.0,2852.75,43.0,94.01,3.0,1.0,0.0,58.25,Medium,3,9,12,0.004708,0.00026775,35.1
CUST000003,Customer,Mia Hussain,0,6.0,3473.21,57.0,79.29,2.0,0.0,2.0,58.4,Medium,0,0,0,0.0,0.00025145,35.09
ACC000168,Account,ACC000168,0,10.0,402.22,45.0,88.5,4.0,0.0,1.0,58.22,Medium,2,11,13,0.0051,0.00025773,35.09
CUST000883,Customer,Oliver Clarke,0,6.0,2384.0,57.0,74.95,3.0,0.0,2.0,58.38,Medium,0,0,0,0.0,0.00025145,35.08
CUST000542,Customer,Oliver Robinson,0,10.0,535.05,48.0,77.87,5.0,0.0,2.0,58.35,Medium,0,2,2,0.000785,0.00025145,35.08
CUST000477,Customer,Amelia Young,0,8.0,470.46,61.0,68.32,4.0,0.0,1.0,58.36,Medium,0,0,0,0.0,0.00025145,35.07
ACC000743,Account,ACC000743,0,3.0,220.32999999999998,58.0,75.9,3.0,0.0,1.0,58.17,Medium,3,7,10,0.003923,0.00037217,35.05
MER000211,Merchant,Hotels Merchant 211,0,35.0,4203.88,38.0,95.52,3.0,1.0,1.0,57.53,Medium,34,0,34,0.013339,0.00127113,35.04
ACC000946,Account,ACC000946,0,5.0,1002.5999999999999,52.0,87.88,2.0,0.0,1.0,58.16,Medium,2,6,8,0.003138,0.00036097,35.03
ACC001225,Account,ACC001225,0,15.0,986.29,61.0,51.73,7.0,0.0,2.0,58.06,Medium,2,15,17,0.006669,0.00025945,35.02
CUST000907,Customer,Zara Walker,0,11.0,2345.73,56.0,67.17,5.0,0.0,2.0,58.21,Medium,0,2,2,0.000785,0.00025145,34.99
ACC000779,Account,ACC000779,0,3.0,3730.29,51.0,84.42,3.0,0.0,1.0,58.0,Medium,5,4,9,0.003531,0.00053271,34.98
CUST000035,Customer,Fatima Green,0,12.0,636.72,53.0,78.1,4.0,0.0,1.0,58.18,Medium,0,1,1,0.000392,0.00025145,34.97
CUST000636,Customer,Fatima Walker,0,11.0,852.73,39.0,94.57,4.0,1.0,0.0,58.15,Medium,0,2,2,0.000785,0.00025145,34.96
ACC001039,Account,ACC001039,0,7.0,431.26,43.0,90.41,3.0,1.0,1.0,57.99,Medium,3,8,11,0.004315,0.00040091,34.96
CUST000967,Customer,Sophia Hall,0,7.0,427.51,43.0,89.45,5.0,0.0,0.0,58.16,Medium,0,0,0,0.0,0.00025145,34.95
ACC000978,Account,ACC000978,0,8.0,835.17,56.0,62.1,6.0,0.0,2.0,57.94,Medium,4,11,15,0.005885,0.00033837,34.95
CUST000267,Customer,Oliver Davies,0,10.0,585.76,38.0,99.95,1.0,3.0,0.0,58.08,Medium,0,1,1,0.000392,0.00025145,34.91
ACC000984,Account,ACC000984,0,7.0,905.4399999999999,40.0,92.7,4.0,1.0,0.0,57.94,Medium,2,7,9,0.003531,0.00029766,34.89
CUST000784,Customer,Aisha Hall,0,8.0,1838.1399999999999,53.0,79.12,3.0,0.0,2.0,58.04,Medium,0,1,1,0.000392,0.00025145,34.88
CUST000565,Customer,Hannah Smith,0,7.0,400.5,57.0,66.76,4.0,0.0,3.0,58.02,Medium,0,1,1,0.000392,0.00025145,34.87
ACC000287,Account,ACC000287,0,8.0,162.66,48.0,92.32,1.0,1.0,1.0,57.91,Medium,1,9,10,0.003923,0.00025145,34.87
ACC000237,Account,ACC000237,0,17.0,665.71,39.0,93.35,4.0,1.0,0.0,57.72,Medium,2,18,20,0.007846,0.00034772,34.86
ACC000988,Account,ACC000988,0,7.0,343.08,54.0,81.14,2.0,0.0,2.0,57.7,Medium,6,10,16,0.006277,0.0004417,34.83
ACC000634,Account,ACC000634,0,5.0,3279.02,61.0,79.73,1.0,0.0,1.0,57.86,Medium,1,6,7,0.002746,0.00025145,34.82
CUST000619,Customer,Mia Smith,0,8.0,1308.22,61.0,71.38,3.0,0.0,1.0,57.93,Medium,0,0,0,0.0,0.00025145,34.81
ACC000654,Account,ACC000654,0,9.0,858.17,53.0,78.34,3.0,0.0,2.0,57.77,Medium,1,12,13,0.0051,0.00025145,34.81
CUST000986,Customer,Hannah Khan,0,9.0,1066.4199999999998,60.0,68.31,4.0,0.0,1.0,57.91,Medium,0,0,0,0.0,0.00025145,34.8
ACC000860,Account,ACC000860,0,14.0,610.15,56.0,65.31,5.0,0.0,2.0,57.56,Medium,7,14,21,0.008239,0.00034565,34.77
ACC001157,Account,ACC001157,0,3.0,101.81,56.0,77.13,3.0,0.0,1.0,57.7,Medium,1,6,7,0.002746,0.00025145,34.73
ACC000240,Account,ACC000240,0,6.0,138.46,48.0,90.01,2.0,1.0,0.0,57.6,Medium,4,7,11,0.004315,0.00041801,34.73
ACC001042,Account,ACC001042,0,2.0,43.84,53.0,85.35,2.0,0.0,1.0,57.72,Medium,1,3,4,0.001569,0.00025145,34.71
ACC001219,Account,ACC001219,0,6.0,276.32,38.0,94.45,3.0,2.0,0.0,57.66,Medium,1,7,8,0.003138,0.00025145,34.71
ACC000537,Account,ACC000537,0,3.0,193.07999999999998,56.0,81.28,2.0,0.0,1.0,57.65,Medium,3,4,7,0.002746,0.00034779,34.71
ACC000934,Account,ACC000934,0,16.0,922.31,48.0,82.61,4.0,0.0,1.0,57.51,Medium,2,18,20,0.007846,0.00025884,34.71
CUST000051,Customer,Amelia Wright,0,15.0,597.52,39.0,93.35,4.0,1.0,0.0,57.72,Medium,0,1,1,0.000392,0.00025145,34.69
CUST000418,Customer,Ethan Khan,0,14.0,958.56,53.0,68.12,6.0,0.0,1.0,57.69,Medium,0,1,1,0.000392,0.00025145,34.67
ACC000303,Account,ACC000303,0,5.0,269.05,52.0,83.2,2.0,0.0,2.0,57.52,Medium,5,7,12,0.004708,0.0002984,34.67
CUST000345,Customer,Mia Brown,0,12.0,848.26,38.0,98.78,3.0,1.0,0.0,57.67,Medium,0,1,1,0.000392,0.00025145,34.66
ACC000600,Account,ACC000600,0,6.0,373.20000000000005,43.0,96.09,2.0,1.0,0.0,57.48,Medium,2,8,10,0.003923,0.00046131,34.66
ACC000829,Account,ACC000829,0,4.0,297.22,58.0,75.47,2.0,0.0,2.0,57.51,Medium,3,4,7,0.002746,0.00036792,34.63
ACC000455,Account,ACC000455,0,4.0,4018.7799999999997,39.0,98.25,2.0,1.0,1.0,57.44,Medium,4,6,10,0.003923,0.00041771,34.63
ACC000750,Account,ACC000750,0,8.0,741.61,60.0,71.21,3.0,0.0,1.0,57.42,Medium,2,11,13,0.0051,0.00028134,34.61
ACC000953,Account,ACC000953,0,12.0,599.78,39.0,87.98,6.0,0.0,0.0,57.34,Medium,3,14,17,0.006669,0.00036737,34.61
CUST000924,Customer,Grace Young,0,6.0,216.59,43.0,92.03,3.0,1.0,0.0,57.56,Medium,0,1,1,0.000392,0.00025145,34.59
CUST000885,Customer,Sophia Smith,0,12.0,863.95,43.0,72.04,8.0,0.0,1.0,57.56,Medium,0,0,0,0.0,0.00025145,34.59
CUST000864,Customer,Ali Patel,0,7.0,467.93,56.0,73.86,3.0,0.0,2.0,57.55,Medium,0,1,1,0.000392,0.00025145,34.59
CUST000136,Customer,Grace Brown,0,13.0,399.48,43.0,87.53,5.0,0.0,0.0,57.49,Medium,0,1,1,0.000392,0.00025145,34.55
CUST000491,Customer,Grace Brown,0,8.0,741.61,60.0,71.21,3.0,0.0,1.0,57.42,Medium,0,1,1,0.000392,0.00025145,34.51
CUST000038,Customer,Oliver Brown,0,10.0,592.2,61.0,65.55,4.0,0.0,1.0,57.39,Medium,0,2,2,0.000785,0.00025145,34.5
ACC000661,Account,ACC000661,0,5.0,291.13,56.0,75.87,3.0,0.0,1.0,57.25,Medium,5,7,12,0.004708,0.00030273,34.5
CUST000021,Customer,Daniel Brown,0,11.0,359.59,43.0,84.32,5.0,0.0,1.0,57.36,Medium,0,1,1,0.000392,0.00025145,34.47
ACC000755,Account,ACC000755,0,12.0,358.29,56.0,67.94,4.0,0.0,2.0,56.98,Medium,2,15,17,0.006669,0.00025572,34.37
CUST000425,Customer,Adam Patel,0,8.0,671.3499999999999,48.0,85.98,3.0,0.0,1.0,57.19,Medium,0,0,0,0.0,0.00025145,34.36
ACC000228,Account,ACC000228,0,7.0,222.98000000000002,39.0,87.1,6.0,0.0,0.0,57.04,Medium,2,7,9,0.003531,0.00028055,34.35
CUST000945,Customer,Daniel Brown,0,9.0,614.0699999999999,43.0,94.96,2.0,1.0,0.0,57.09,Medium,0,1,1,0.000392,0.00025145,34.31
ACC000322,Account,ACC000322,0,4.0,104.64,44.0,94.66,1.0,1.0,1.0,56.93,Medium,3,10,13,0.0051,0.00026883,34.31
ACC000380,Account,ACC000380,0,7.0,1256.0900000000001,43.0,91.47,1.0,2.0,1.0,56.86,Medium,4,8,12,0.004708,0.00028264,34.27
ACC000125,Account,ACC000125,0,9.0,334.54,38.0,89.21,5.0,0.0,1.0,56.82,Medium,3,10,13,0.0051,0.00028884,34.25
ACC000114,Account,ACC000114,0,13.0,570.3100000000001,43.0,93.77,2.0,1.0,0.0,56.67,Medium,3,14,17,0.006669,0.00039434,34.21
ACC001071,Account,ACC001071,0,10.0,492.13,38.0,95.88,3.0,1.0,0.0,56.66,Medium,3,14,17,0.006669,0.00027928,34.19
ACC000679,Account,ACC000679,0,6.0,242.91000000000003,58.0,71.83,3.0,0.0,1.0,56.74,Medium,2,7,9,0.003531,0.00033001,34.18
ACC000417,Account,ACC000417,0,6.0,206.88,49.0,83.14,3.0,0.0,1.0,56.65,Medium,5,9,14,0.005492,0.00031438,34.16
ACC001256,Account,ACC001256,0,7.0,512.73,52.0,83.51,2.0,0.0,1.0,56.63,Medium,1,7,8,0.003138,0.00025145,34.09
ACC000561,Account,ACC000561,0,5.0,621.5300000000001,42.0,94.89,2.0,1.0,0.0,56.61,Medium,2,7,9,0.003531,0.00025212,34.09
ACC000316,Account,ACC000316,0,12.0,595.66,53.0,69.05,5.0,0.0,1.0,56.52,Medium,1,13,14,0.005492,0.00025145,34.07
CUST000455,Customer,Leo Patel,0,11.0,1063.27,60.0,76.0,2.0,0.0,0.0,56.6,Medium,0,2,2,0.000785,0.00025145,34.03
ACC000362,Account,ACC000362,0,5.0,484.48,38.0,92.58,3.0,1.0,1.0,56.5,Medium,2,6,8,0.003138,0.00028729,34.02
MER000005,Merchant,Hotels Merchant 005,0,37.0,3821.69,35.0,93.16,4.0,1.0,0.0,55.86,Medium,37,0,37,0.014515,0.00107056,34.02
ACC001300,Account,ACC001300,0,7.0,3208.83,43.0,78.73,5.0,0.0,2.0,56.41,Medium,3,10,13,0.0051,0.00027772,34.0
ACC000109,Account,ACC000109,0,6.0,206.95,61.0,75.48,1.0,0.0,1.0,56.37,Medium,4,9,13,0.0051,0.00033374,33.99
ACC000048,Account,ACC000048,0,2.0,206.83,52.0,82.92,2.0,0.0,1.0,56.42,Medium,1,5,6,0.002354,0.00025145,33.95
ACC000438,Account,ACC000438,0,5.0,215.7,43.0,92.95,2.0,1.0,0.0,56.38,Medium,2,5,7,0.002746,0.00029595,33.94
ACC000855,Account,ACC000855,0,9.0,5962.179999999999,48.0,81.96,4.0,0.0,0.0,56.29,Medium,3,10,13,0.0051,0.00031921,33.94
ACC000091,Account,ACC000091,0,2.0,106.63,53.0,78.4,2.0,0.0,2.0,56.29,Medium,3,5,8,0.003138,0.00044261,33.93
CUST000147,Customer,Lucas Wright,0,10.0,422.36,48.0,79.43,4.0,0.0,1.0,56.4,Medium,0,1,1,0.000392,0.00025145,33.9
ACC000976,Account,ACC000976,0,7.0,336.48,56.0,72.66,3.0,0.0,1.0,56.13,Medium,3,11,14,0.005492,0.00041477,33.87
ACC000177,Account,ACC000177,0,6.0,451.67,38.0,95.93,2.0,1.0,1.0,56.18,Medium,4,6,10,0.003923,0.00035805,33.86
ACC000705,Account,ACC000705,0,9.0,1440.1799999999998,48.0,78.72,4.0,0.0,1.0,56.15,Medium,1,12,13,0.0051,0.00025145,33.84
CUST000098,Customer,Oliver Jones,0,9.0,1030.28,48.0,79.03,4.0,0.0,1.0,56.26,Medium,0,3,3,0.001177,0.00025145,33.83
CUST000356,Customer,Hannah Hussain,0,8.0,690.8499999999999,55.0,74.32,3.0,0.0,1.0,56.26,Medium,0,3,3,0.001177,0.00025145,33.83
CUST000507,Customer,Lucas Miller,0,11.0,3902.1000000000004,48.0,74.73,5.0,0.0,1.0,56.26,Medium,0,3,3,0.001177,0.00025145,33.83
ACC001166,Account,ACC001166,0,2.0,74.18,53.0,85.23,1.0,0.0,1.0,56.18,Medium,1,3,4,0.001569,0.00025145,33.79
ACC000710,Account,ACC000710,0,11.0,597.59,49.0,58.5,7.0,0.0,3.0,56.02,Medium,3,10,13,0.0051,0.00035056,33.78
ACC000373,Account,ACC000373,0,5.0,2773.66,51.0,87.31,1.0,0.0,1.0,56.01,Medium,3,9,12,0.004708,0.00031273,33.76
ACC000217,Account,ACC000217,0,4.0,142.43,38.0,91.23,3.0,1.0,1.0,56.03,Medium,3,6,9,0.003531,0.00026189,33.74
ACC001197,Account,ACC001197,0,6.0,1178.17,47.0,90.85,1.0,1.0,0.0,55.95,Medium,3,8,11,0.004315,0.00027027,33.71
CUST000995,Customer,Oliver Ahmed,0,15.0,1020.76,48.0,71.36,5.0,0.0,2.0,56.08,Medium,0,0,0,0.0,0.00025145,33.7
CUST000512,Customer,Muhammad Smith,0,8.0,721.49,43.0,96.34,1.0,1.0,0.0,56.07,Medium,0,1,1,0.000392,0.00025145,33.7
ACC001011,Account,ACC001011,0,7.0,299.06,61.0,65.55,3.0,0.0,1.0,55.89,Medium,4,9,13,0.0051,0.00028144,33.69
CUST000929,Customer,Mia Ahmed,0,10.0,482.70000000000005,48.0,74.09,5.0,0.0,1.0,56.03,Medium,0,1,1,0.000392,0.00025145,33.68
CUST000509,Customer,Noah Wilson,0,9.0,594.33,39.0,96.97,2.0,1.0,0.0,55.99,Medium,0,1,1,0.000392,0.00025145,33.65
ACC000349,Account,ACC000349,0,6.0,428.89,38.0,90.63,3.0,1.0,1.0,55.82,Medium,3,8,11,0.004315,0.00034796,33.65
ACC000264,Account,ACC000264,0,5.0,2509.25,57.0,74.95,2.0,0.0,1.0,55.88,Medium,1,6,7,0.002746,0.00025145,33.63
CUST000304,Customer,Ali Wilson,0,4.0,592.19,61.0,65.64,3.0,0.0,1.0,55.92,Medium,0,1,1,0.000392,0.00025145,33.61
CUST000601,Customer,Noah Davies,0,12.0,1006.78,52.0,72.84,4.0,0.0,1.0,55.89,Medium,0,3,3,0.001177,0.00025145,33.61
ACC001036,Account,ACC001036,0,5.0,656.84,56.0,61.59,4.0,0.0,3.0,55.76,Medium,3,6,9,0.003531,0.00040772,33.61
ACC000232,Account,ACC000232,0,3.0,68.28,38.0,99.2,1.0,1.0,1.0,55.82,Medium,1,5,6,0.002354,0.00025145,33.59
ACC000273,Account,ACC000273,0,5.0,2256.6,54.0,64.08,4.0,0.0,3.0,55.73,Medium,2,10,12,0.004708,0.00031067,33.59
