centrality_case_id,node_id,node_type,node_label,watchlist_flag,transaction_count,total_transaction_amount,max_rule_based_risk_score,max_anomaly_score_percentile,alert_count,ml_alert_count,suspicious_label_count,node_risk_score,node_risk_band,in_degree,out_degree,total_degree,degree_centrality,pagerank_score,graph_priority_score,recommended_action
CENTRALITY-001412,ACC001156,Account,ACC001156,0,7.0,184.53,60.0,86.56,6.0,0.0,1.0,67.3,High,4,10,14,0.005492,0.00034892,40.56,Review high-risk graph entity and connected transaction network.
CENTRALITY-001413,ACC001251,Account,ACC001251,0,10.0,4323.18,49.0,98.03,4.0,2.0,2.0,67.36,High,1,10,11,0.004315,0.00025145,40.55,Review high-risk graph entity and connected transaction network.
CENTRALITY-001414,ACC000931,Account,ACC000931,0,7.0,549.86,54.0,92.72,4.0,1.0,3.0,67.25,High,4,7,11,0.004315,0.000511,40.54,Review high-risk graph entity and connected transaction network.
CENTRALITY-001415,ACC000271,Account,ACC000271,0,8.0,182.94,66.0,84.33,4.0,0.0,2.0,67.22,High,4,12,16,0.006277,0.00037629,40.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-001416,ACC000815,Account,ACC000815,0,4.0,197.79999999999998,63.0,88.63,4.0,0.0,2.0,67.37,High,1,5,6,0.002354,0.00025145,40.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-001417,CUST000432,Customer,Leo Hall,0,5.0,368.38,71.0,77.1,5.0,0.0,1.0,67.44,High,0,1,1,0.000392,0.00025145,40.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-001418,ACC000016,Account,ACC000016,0,7.0,1295.09,52.0,98.06,4.0,1.0,2.0,67.22,High,3,10,13,0.0051,0.00035705,40.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-001419,ACC000813,Account,ACC000813,0,5.0,160.31,81.0,62.3,4.0,0.0,3.0,67.26,High,2,7,9,0.003531,0.00025803,40.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-001420,CUST000818,Customer,Grace Hall,0,9.0,462.12,65.0,86.06,4.0,0.0,2.0,67.37,High,0,1,1,0.000392,0.00025145,40.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-001421,CUST000928,Customer,Daniel Smith,0,4.0,197.79999999999998,63.0,88.63,4.0,0.0,2.0,67.37,High,0,1,1,0.000392,0.00025145,40.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-001422,CUST000801,Customer,Hannah Thomas,0,9.0,2800.25,61.0,86.84,5.0,0.0,2.0,67.34,High,0,2,2,0.000785,0.00025145,40.47,Review high-risk graph entity and connected transaction network.
CENTRALITY-001423,CUST000501,Customer,Ali Wright,0,10.0,4323.18,49.0,98.03,4.0,2.0,2.0,67.36,High,0,1,1,0.000392,0.00025145,40.47,Review high-risk graph entity and connected transaction network.
CENTRALITY-001424,ACC000097,Account,ACC000097,0,10.0,1266.53,62.0,84.9,5.0,0.0,2.0,67.12,High,4,13,17,0.006669,0.00028335,40.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-001425,ACC000225,Account,ACC000225,0,4.0,156.21,62.0,96.65,2.0,1.0,1.0,67.23,High,3,4,7,0.002746,0.00032034,40.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-001426,CUST000820,Customer,Mia Miller,0,12.0,3393.12,52.0,89.81,7.0,0.0,2.0,67.33,High,0,1,1,0.000392,0.00025145,40.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-001427,CUST000610,Customer,Isabella Patel,0,11.0,2414.66,66.0,83.28,5.0,0.0,1.0,67.35,High,0,0,0,0.0,0.00025145,40.46,Review high-risk graph entity and connected transaction network.
CENTRALITY-001428,MER000223,Merchant,Electronics Merchant 223,0,35.0,6516.67,45.0,94.98,7.0,1.0,1.0,66.49,High,35,0,35,0.013731,0.00139157,40.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-001429,ACC000187,Account,ACC000187,0,6.0,375.68,60.0,94.48,3.0,1.0,1.0,67.07,High,6,9,15,0.005885,0.00045454,40.45,Review high-risk graph entity and connected transaction network.
CENTRALITY-001430,ACC000782,Account,ACC000782,0,21.0,1489.86,56.0,72.13,9.0,0.0,3.0,66.95,High,3,22,25,0.009808,0.0002591,40.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-001431,ACC000165,Account,ACC000165,0,5.0,221.94,62.0,89.26,4.0,0.0,2.0,67.14,High,2,8,10,0.003923,0.00030178,40.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-001432,ACC000307,Account,ACC000307,0,1.0,116.92,81.0,80.63,1.0,0.0,1.0,67.17,High,5,2,7,0.002746,0.00031077,40.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-001433,ACC000902,Account,ACC000902,0,10.0,400.23,56.0,92.49,4.0,1.0,2.0,67.07,High,2,13,15,0.005885,0.00025244,40.41,Review high-risk graph entity and connected transaction network.
CENTRALITY-001434,CUST000841,Customer,Zara Green,0,8.0,182.94,66.0,84.33,4.0,0.0,2.0,67.22,High,0,1,1,0.000392,0.00025145,40.39,Review high-risk graph entity and connected transaction network.
CENTRALITY-001435,ACC000327,Account,ACC000327,0,7.0,313.54,66.0,79.36,5.0,0.0,2.0,66.98,High,4,10,14,0.005492,0.00041819,40.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-001436,ACC000504,Account,ACC000504,0,5.0,777.6700000000001,61.0,93.12,3.0,1.0,1.0,67.04,High,5,5,10,0.003923,0.0003971,40.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-001437,CUST000396,Customer,Zara Miller,0,6.0,453.85,57.0,98.75,2.0,2.0,1.0,67.21,High,0,0,0,0.0,0.00025145,40.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-001438,ACC000122,Account,ACC000122,0,9.0,4665.049999999999,53.0,91.85,4.0,2.0,2.0,67.0,High,4,11,15,0.005885,0.00027187,40.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001439,CUST000666,Customer,Oliver Green,0,11.0,2238.12,48.0,94.53,6.0,1.0,2.0,67.19,High,0,1,1,0.000392,0.00025145,40.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001440,CUST000949,Customer,Amelia Wilson,0,8.0,1231.27,62.0,84.9,5.0,0.0,2.0,67.12,High,0,1,1,0.000392,0.00025145,40.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-001441,CUST000602,Customer,Daniel Brown,0,13.0,574.4300000000001,55.0,88.16,7.0,0.0,1.0,67.11,High,0,1,1,0.000392,0.00025145,40.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-001442,ACC001210,Account,ACC001210,0,6.0,383.16,58.0,89.55,5.0,0.0,2.0,66.94,High,5,7,12,0.004708,0.00028165,40.31,Review high-risk graph entity and connected transaction network.
CENTRALITY-001443,CUST000110,Customer,Hannah Thomas,0,11.0,753.1600000000001,56.0,95.29,4.0,1.0,1.0,67.05,High,0,1,1,0.000392,0.00025145,40.29,Review high-risk graph entity and connected transaction network.
CENTRALITY-001444,CUST000711,Customer,Zara Khan,0,8.0,488.34,44.0,94.99,4.0,4.0,2.0,67.05,High,0,1,1,0.000392,0.00025145,40.29,Review high-risk graph entity and connected transaction network.
CENTRALITY-001445,CUST000441,Customer,Adam Smith,0,12.0,4738.87,61.0,78.78,6.0,0.0,3.0,67.02,High,0,2,2,0.000785,0.00025145,40.28,Review high-risk graph entity and connected transaction network.
CENTRALITY-001446,ACC000283,Account,ACC000283,0,4.0,165.11,73.0,78.54,3.0,0.0,2.0,66.84,High,4,6,10,0.003923,0.0004355,40.27,Review high-risk graph entity and connected transaction network.
CENTRALITY-001447,CUST000083,Customer,Ali Patel,0,13.0,3699.1400000000003,66.0,80.85,4.0,0.0,3.0,67.0,High,0,0,0,0.0,0.00025145,40.25,Review high-risk graph entity and connected transaction network.
CENTRALITY-001448,ACC000995,Account,ACC000995,0,11.0,5472.6900000000005,58.0,91.91,4.0,1.0,1.0,66.77,High,3,11,14,0.005492,0.0003047,40.23,Review high-risk graph entity and connected transaction network.
CENTRALITY-001449,CUST000091,Customer,Isabella Green,0,10.0,5386.870000000001,61.0,85.67,5.0,0.0,2.0,66.93,High,0,3,3,0.001177,0.00025145,40.23,Review high-risk graph entity and connected transaction network.
CENTRALITY-001450,ACC000302,Account,ACC000302,0,8.0,5404.36,57.0,90.34,4.0,1.0,2.0,66.77,High,2,11,13,0.0051,0.00029383,40.22,Review high-risk graph entity and connected transaction network.
CENTRALITY-001451,ACC000555,Account,ACC000555,0,3.0,202.84,58.0,93.33,2.0,2.0,2.0,66.77,High,5,5,10,0.003923,0.00036408,40.21,Review high-risk graph entity and connected transaction network.
CENTRALITY-001452,CUST000330,Customer,Aisha Hussain,0,6.0,2073.52,51.0,98.44,4.0,1.0,2.0,66.9,High,0,3,3,0.001177,0.00025145,40.21,Review high-risk graph entity and connected transaction network.
CENTRALITY-001453,MER000217,Merchant,Electronics Merchant 217,0,30.0,2072.04,45.0,95.85,5.0,2.0,2.0,66.3,High,29,0,29,0.011377,0.00095663,40.2,Review high-risk graph entity and connected transaction network.
CENTRALITY-001454,CUST000516,Customer,Maya Walker,0,6.0,628.6700000000001,66.0,87.64,3.0,0.0,2.0,66.87,High,0,0,0,0.0,0.00025145,40.17,Review high-risk graph entity and connected transaction network.
CENTRALITY-001455,ACC000215,Account,ACC000215,0,6.0,543.1,57.0,94.41,3.0,1.0,2.0,66.69,High,2,8,10,0.003923,0.00026351,40.15,Review high-risk graph entity and connected transaction network.
CENTRALITY-001456,ACC000982,Account,ACC000982,0,12.0,458.52,62.0,87.69,4.0,0.0,2.0,66.59,High,3,13,16,0.006277,0.00031885,40.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-001457,ACC000669,Account,ACC000669,0,4.0,177.06,67.0,92.81,1.0,1.0,1.0,66.63,High,5,4,9,0.003531,0.00047235,40.14,Review high-risk graph entity and connected transaction network.
CENTRALITY-001458,CUST000642,Customer,Leo Green,0,9.0,4201.21,57.0,90.34,4.0,1.0,2.0,66.77,High,0,2,2,0.000785,0.00025145,40.13,Review high-risk graph entity and connected transaction network.
CENTRALITY-001459,CUST000939,Customer,Ethan Brown,0,14.0,7791.22,53.0,76.98,8.0,0.0,4.0,66.79,High,0,1,1,0.000392,0.00025145,40.13,Review high-risk graph entity and connected transaction network.
CENTRALITY-001460,ACC000619,Account,ACC000619,0,5.0,248.13,88.0,68.55,2.0,0.0,0.0,66.59,High,5,6,11,0.004315,0.00041632,40.12,Review high-risk graph entity and connected transaction network.
CENTRALITY-001461,ACC000872,Account,ACC000872,0,12.0,744.14,53.0,97.71,3.0,2.0,1.0,66.55,High,2,13,15,0.005885,0.00033206,40.11,Review high-risk graph entity and connected transaction network.
CENTRALITY-001462,ACC000907,Account,ACC000907,0,5.0,214.19,66.0,79.63,4.0,0.0,3.0,66.57,High,6,5,11,0.004315,0.00037177,40.1,Review high-risk graph entity and connected transaction network.
CENTRALITY-001463,CUST000811,Customer,James Smith,0,8.0,3164.59,57.0,73.12,7.0,0.0,5.0,66.74,High,0,0,0,0.0,0.00025145,40.09,Review high-risk graph entity and connected transaction network.
CENTRALITY-001464,CUST000395,Customer,Zara Young,0,12.0,752.4,84.0,69.61,3.0,0.0,0.0,66.66,High,0,2,2,0.000785,0.00025145,40.06,Review high-risk graph entity and connected transaction network.
CENTRALITY-001465,CUST000695,Customer,Ali Patel,0,11.0,337.96,52.0,96.43,3.0,2.0,2.0,66.65,High,0,1,1,0.000392,0.00025145,40.05,Review high-risk graph entity and connected transaction network.
CENTRALITY-001466,ACC000396,Account,ACC000396,0,7.0,296.89,57.0,92.15,4.0,1.0,1.0,66.4,High,3,11,14,0.005492,0.00046825,40.04,Review high-risk graph entity and connected transaction network.
CENTRALITY-001467,CUST000453,Customer,Mia Wilson,0,11.0,432.11,55.0,99.45,3.0,1.0,1.0,66.56,High,0,3,3,0.001177,0.00025145,40.01,Review high-risk graph entity and connected transaction network.
CENTRALITY-001468,ACC000281,Account,ACC000281,0,9.0,385.90999999999997,52.0,95.59,3.0,2.0,2.0,66.36,High,3,13,16,0.006277,0.00028674,40.0,Review high-risk graph entity and connected transaction network.
CENTRALITY-001469,ACC000914,Account,ACC000914,0,6.0,275.61,63.0,81.39,5.0,0.0,2.0,66.34,High,4,7,11,0.004315,0.00046201,39.98,Review high-risk graph entity and connected transaction network.
CENTRALITY-001470,ACC000625,Account,ACC000625,0,19.0,1388.14,61.0,77.96,7.0,0.0,1.0,66.24,High,2,20,22,0.008631,0.00026044,39.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-001471,ACC000543,Account,ACC000543,0,6.0,2301.16,61.0,77.08,6.0,0.0,3.0,66.43,High,2,6,8,0.003138,0.00025311,39.97,Review high-risk graph entity and connected transaction network.
CENTRALITY-001472,CUST000313,Customer,Hannah Brown,0,8.0,2512.77,61.0,88.62,4.0,0.0,2.0,66.47,High,0,2,2,0.000785,0.00025145,39.95,Review high-risk graph entity and connected transaction network.
CENTRALITY-001473,ACC000589,Account,ACC000589,0,9.0,3903.51,61.0,88.17,4.0,0.0,2.0,66.31,High,3,9,12,0.004708,0.00030959,39.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-001474,ACC000726,Account,ACC000726,0,6.0,258.08,56.0,97.67,2.0,2.0,1.0,66.38,High,2,6,8,0.003138,0.00026016,39.94,Review high-risk graph entity and connected transaction network.
CENTRALITY-001475,ACC001117,Account,ACC001117,0,6.0,313.27,58.0,83.36,6.0,0.0,2.0,66.28,High,4,8,12,0.004708,0.00034704,39.93,Review high-risk graph entity and connected transaction network.
CENTRALITY-001476,CUST000931,Customer,Lucas Wright,0,10.0,561.89,61.0,91.48,3.0,1.0,1.0,66.47,High,0,0,0,0.0,0.00025145,39.93,Review high-risk graph entity and connected transaction network.
CENTRALITY-001477,ACC000774,Account,ACC000774,0,10.0,408.87,39.0,97.89,6.0,3.0,1.0,66.31,High,1,10,11,0.004315,0.00025145,39.92,Review high-risk graph entity and connected transaction network.
CENTRALITY-001478,ACC001069,Account,ACC001069,0,2.0,344.20000000000005,62.0,98.57,1.0,1.0,1.0,66.4,High,1,3,4,0.001569,0.00025145,39.92,Review high-risk graph entity and connected transaction network.
CENTRALITY-001479,CUST000887,Customer,Daniel Khan,0,6.0,169.05,57.0,96.55,3.0,1.0,1.0,66.44,High,0,0,0,0.0,0.00025145,39.91,Review high-risk graph entity and connected transaction network.
CENTRALITY-001480,ACC000949,Account,ACC000949,0,9.0,651.72,48.0,98.86,4.0,2.0,1.0,66.2,High,3,11,14,0.005492,0.00031641,39.89,Review high-risk graph entity and connected transaction network.
CENTRALITY-001481,CUST000342,Customer,James Ali,0,9.0,5533.179999999999,58.0,87.94,5.0,0.0,2.0,66.38,High,0,1,1,0.000392,0.00025145,39.89,Review high-risk graph entity and connected transaction network.
CENTRALITY-001482,ACC000356,Account,ACC000356,0,5.0,266.90999999999997,63.0,89.43,3.0,0.0,2.0,66.15,High,4,9,13,0.004708,0.00045587,39.88,Review high-risk graph entity and connected transaction network.
CENTRALITY-001483,CUST000006,Customer,Noah Davies,0,12.0,337.27,55.0,93.08,5.0,1.0,0.0,66.33,High,0,1,1,0.000392,0.00025145,39.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-001484,CUST000164,Customer,Ethan Smith,0,12.0,1892.8100000000002,56.0,76.09,7.0,0.0,4.0,66.33,High,0,1,1,0.000392,0.00025145,39.86,Review high-risk graph entity and connected transaction network.
CENTRALITY-001485,ACC000545,Account,ACC000545,0,8.0,268.81,49.0,90.26,6.0,1.0,2.0,66.14,High,4,10,14,0.005492,0.00026933,39.85,Review high-risk graph entity and connected transaction network.
CENTRALITY-001486,CUST000207,Customer,Mia Wilson,0,8.0,2120.5,62.0,89.75,4.0,0.0,1.0,66.31,High,0,0,0,0.0,0.00025145,39.84,Review high-risk graph entity and connected transaction network.
CENTRALITY-001487,ACC000756,Account,ACC000756,0,10.0,401.61,49.0,91.61,5.0,1.0,3.0,66.11,High,3,11,14,0.005492,0.00026412,39.83,Review high-risk graph entity and connected transaction network.
CENTRALITY-001488,ACC000357,Account,ACC000357,0,4.0,867.5,63.0,89.4,3.0,0.0,2.0,66.14,High,3,7,10,0.003923,0.0003123,39.82,Review high-risk graph entity and connected transaction network.
CENTRALITY-001489,ACC000029,Account,ACC000029,0,4.0,317.52,57.0,97.13,2.0,1.0,2.0,66.15,High,3,5,8,0.003138,0.00030771,39.81,Review high-risk graph entity and connected transaction network.
CENTRALITY-001490,CUST000037,Customer,Oliver Ali,0,9.0,4102.07,51.0,86.62,6.0,0.0,4.0,66.27,High,0,0,0,0.0,0.00025145,39.81,Review high-risk graph entity and connected transaction network.
CENTRALITY-001491,ACC000476,Account,ACC000476,0,10.0,581.3100000000001,45.0,95.19,6.0,1.0,2.0,66.07,High,2,12,14,0.005492,0.00026335,39.8,Review high-risk graph entity and connected transaction network.
CENTRALITY-001492,CUST000824,Customer,Sophia Khan,0,14.0,569.1,56.0,87.26,5.0,0.0,3.0,66.24,High,0,1,1,0.000392,0.00025145,39.8,Review high-risk graph entity and connected transaction network.
CENTRALITY-001493,CUST000080,Customer,Mia Davies,0,6.0,155.88,66.0,85.87,3.0,0.0,2.0,66.25,High,0,0,0,0.0,0.00025145,39.8,Review high-risk graph entity and connected transaction network.
CENTRALITY-001494,ACC000008,Account,ACC000008,0,5.0,260.73,53.0,96.38,4.0,1.0,1.0,66.08,High,2,6,8,0.003138,0.00025892,39.76,Review high-risk graph entity and connected transaction network.
CENTRALITY-001495,CUST000913,Customer,Zara Hussain,0,9.0,1353.72,53.0,93.75,4.0,1.0,2.0,66.16,High,0,2,2,0.000785,0.00025145,39.76,Review high-risk graph entity and connected transaction network.
CENTRALITY-001496,CUST000556,Customer,Maya Davies,0,9.0,490.43,48.0,94.42,5.0,2.0,1.0,66.15,High,0,1,1,0.000392,0.00025145,39.75,Review high-risk graph entity and connected transaction network.
CENTRALITY-001497,CUST000228,Customer,Mia Green,0,13.0,820.61,62.0,80.76,6.0,0.0,1.0,66.17,High,0,0,0,0.0,0.00025145,39.75,Review high-risk graph entity and connected transaction network.
CENTRALITY-001498,CUST000382,Customer,Mia Clarke,0,10.0,401.61,49.0,91.61,5.0,1.0,3.0,66.11,High,0,1,1,0.000392,0.00025145,39.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-001499,CUST000359,Customer,Ali Davies,0,14.0,975.92,48.0,88.64,7.0,0.0,3.0,66.12,High,0,0,0,0.0,0.00025145,39.72,Review high-risk graph entity and connected transaction network.
CENTRALITY-001500,ACC000728,Account,ACC000728,0,4.0,267.04,88.0,66.88,2.0,0.0,0.0,66.01,High,2,4,6,0.002354,0.00025865,39.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-001501,CUST000595,Customer,Zara Taylor,0,9.0,299.68,73.0,74.98,4.0,0.0,1.0,66.09,High,0,0,0,0.0,0.00025145,39.7,Review high-risk graph entity and connected transaction network.
CENTRALITY-001502,ACC000343,Account,ACC000343,0,12.0,671.61,62.0,81.17,5.0,0.0,2.0,65.81,High,2,15,17,0.006669,0.00025172,39.67,Review high-risk graph entity and connected transaction network.
CENTRALITY-001503,ACC001047,Account,ACC001047,0,8.0,2054.86,62.0,89.75,3.0,0.0,2.0,65.81,High,3,8,11,0.004315,0.00044703,39.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-001504,ACC000677,Account,ACC000677,0,7.0,554.1,66.0,87.64,3.0,0.0,1.0,65.87,High,3,7,10,0.003923,0.00028581,39.66,Review high-risk graph entity and connected transaction network.
CENTRALITY-001505,ACC000732,Account,ACC000732,0,9.0,455.42,57.0,80.45,6.0,0.0,3.0,65.81,High,1,14,15,0.005885,0.00025145,39.65,Review high-risk graph entity and connected transaction network.
CENTRALITY-001506,ACC000108,Account,ACC000108,0,8.0,596.79,62.0,86.77,3.0,0.0,3.0,65.77,High,4,10,14,0.005492,0.0003019,39.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-001507,ACC000139,Account,ACC000139,0,4.0,560.36,70.0,89.46,2.0,0.0,0.0,65.81,High,5,5,10,0.003923,0.00031828,39.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-001508,CUST000140,Customer,Hannah Smith,0,7.0,813.67,66.0,87.79,3.0,0.0,1.0,65.93,High,0,3,3,0.001177,0.00025145,39.63,Review high-risk graph entity and connected transaction network.
CENTRALITY-001509,ACC000889,Account,ACC000889,0,6.0,442.25,61.0,91.0,2.0,1.0,2.0,65.8,High,3,7,10,0.003923,0.00029804,39.62,Review high-risk graph entity and connected transaction network.
CENTRALITY-001510,CUST000585,Customer,Adam Ali,0,14.0,799.57,61.0,69.82,8.0,0.0,2.0,65.89,High,0,2,2,0.000785,0.00025145,39.6,Review high-risk graph entity and connected transaction network.
CENTRALITY-001511,ACC000906,Account,ACC000906,0,13.0,1048.47,43.0,97.39,5.0,3.0,0.0,65.44,High,7,15,22,0.008631,0.00075931,39.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-001512,ACC000492,Account,ACC000492,0,9.0,410.74,83.0,65.33,3.0,0.0,1.0,65.72,High,2,11,13,0.0051,0.00026776,39.59,Review high-risk graph entity and connected transaction network.
CENTRALITY-001513,CUST000428,Customer,Grace Wright,0,13.0,629.4399999999999,55.0,72.99,9.0,0.0,2.0,65.8,High,0,2,2,0.000785,0.00025145,39.55,Review high-risk graph entity and connected transaction network.
CENTRALITY-001514,CUST000923,Customer,Lucas Ahmed,0,6.0,268.7,61.0,91.0,2.0,1.0,2.0,65.8,High,0,2,2,0.000785,0.00025145,39.55,Review high-risk graph entity and connected transaction network.
CENTRALITY-001515,CUST000024,Customer,Oliver Ali,0,11.0,3256.7200000000003,44.0,95.8,6.0,1.0,2.0,65.83,High,0,0,0,0.0,0.00025145,39.55,Review high-risk graph entity and connected transaction network.
CENTRALITY-001516,ACC000599,Account,ACC000599,0,5.0,152.16,57.0,98.75,2.0,1.0,1.0,65.71,High,2,6,8,0.003138,0.00027753,39.54,Review high-risk graph entity and connected transaction network.
CENTRALITY-001517,CUST000485,Customer,Sophia Patel,0,9.0,433.79,57.0,87.5,5.0,0.0,2.0,65.78,High,0,3,3,0.001177,0.00025145,39.54,Review high-risk graph entity and connected transaction network.
CENTRALITY-001518,ACC000482,Account,ACC000482,0,7.0,249.41,73.0,78.08,3.0,0.0,1.0,65.68,High,1,8,9,0.003531,0.00025145,39.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-001519,CUST000244,Customer,Daniel Ali,0,12.0,639.05,56.0,97.38,2.0,1.0,2.0,65.78,High,0,1,1,0.000392,0.00025145,39.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-001520,CUST000374,Customer,Daniel Wright,0,9.0,659.3399999999999,65.0,88.67,3.0,0.0,1.0,65.78,High,0,1,1,0.000392,0.00025145,39.53,Review high-risk graph entity and connected transaction network.
CENTRALITY-001521,CUST000166,Customer,Lucas Young,0,11.0,575.87,56.0,95.86,3.0,1.0,1.0,65.75,High,0,3,3,0.001177,0.00025145,39.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-001522,CUST000017,Customer,Ali Green,0,12.0,2613.96,44.0,91.4,7.0,1.0,2.0,65.79,High,0,0,0,0.0,0.00025145,39.52,Review high-risk graph entity and connected transaction network.
CENTRALITY-001523,ACC001250,Account,ACC001250,0,8.0,306.90999999999997,62.0,80.4,5.0,0.0,2.0,65.54,High,1,16,17,0.006669,0.00025145,39.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-001524,ACC000852,Account,ACC000852,0,6.0,335.94,59.0,88.76,4.0,0.0,2.0,65.62,High,2,8,10,0.003923,0.00031775,39.51,Review high-risk graph entity and connected transaction network.
CENTRALITY-001525,ACC001278,Account,ACC001278,0,8.0,2862.86,58.0,84.24,6.0,0.0,1.0,65.58,High,1,9,10,0.003923,0.00025145,39.48,Review high-risk graph entity and connected transaction network.
CENTRALITY-001526,ACC000332,Account,ACC000332,0,6.0,176.07,52.0,91.79,5.0,1.0,1.0,65.53,High,3,7,10,0.003923,0.00036598,39.47,Review high-risk graph entity and connected transaction network.
CENTRALITY-001527,ACC000292,Account,ACC000292,0,5.0,303.5,65.0,83.48,4.0,0.0,1.0,65.47,High,3,9,12,0.004708,0.00030699,39.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-001528,ACC000707,Account,ACC000707,0,4.0,155.1,78.0,74.07,3.0,0.0,0.0,65.52,High,1,9,10,0.003923,0.00025145,39.44,Review high-risk graph entity and connected transaction network.
CENTRALITY-001529,ACC000301,Account,ACC000301,0,8.0,5324.450000000001,61.0,85.67,4.0,0.0,2.0,65.43,High,4,9,13,0.0051,0.00029739,39.42,Review high-risk graph entity and connected transaction network.
CENTRALITY-001530,CUST000218,Customer,Maya Green,0,8.0,405.73999999999995,61.0,90.36,2.0,1.0,2.0,65.58,High,0,1,1,0.000392,0.00025145,39.41,Review high-risk graph entity and connected transaction network.
CENTRALITY-001531,ACC001207,Account,ACC001207,0,6.0,493.53000000000003,49.0,99.65,3.0,2.0,1.0,65.43,High,3,7,10,0.003923,0.00029975,39.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-001532,ACC000983,Account,ACC000983,0,6.0,287.8,65.0,76.32,5.0,0.0,2.0,65.46,High,3,6,9,0.003531,0.00027552,39.4,Review high-risk graph entity and connected transaction network.
CENTRALITY-001533,CUST000861,Customer,Isabella Khan,0,10.0,830.8,53.0,94.9,4.0,1.0,1.0,65.56,High,0,0,0,0.0,0.00025145,39.39,Review high-risk graph entity and connected transaction network.
CENTRALITY-001534,CUST000554,Customer,Oliver Young,0,7.0,269.65999999999997,62.0,80.4,5.0,0.0,2.0,65.54,High,0,1,1,0.000392,0.00025145,39.38,Review high-risk graph entity and connected transaction network.
CENTRALITY-001535,ACC000471,Account,ACC000471,0,8.0,254.91,73.0,84.3,2.0,0.0,0.0,65.35,High,3,11,14,0.005492,0.00025777,39.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001536,ACC000947,Account,ACC000947,0,6.0,216.04000000000002,56.0,84.31,5.0,0.0,3.0,65.21,High,4,8,12,0.004708,0.00072679,39.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001537,CUST000795,Customer,Ali Hussain,0,13.0,595.28,49.0,74.14,9.0,0.0,4.0,65.5,High,0,2,2,0.000785,0.00025145,39.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001538,CUST000981,Customer,Ethan Khan,0,15.0,789.0600000000001,52.0,81.84,7.0,0.0,3.0,65.54,High,0,0,0,0.0,0.00025145,39.37,Review high-risk graph entity and connected transaction network.
CENTRALITY-001539,ACC000370,Account,ACC000370,0,6.0,230.79000000000002,61.0,89.67,3.0,0.0,2.0,65.33,High,2,6,8,0.003138,0.00039367,39.34,Review high-risk graph entity and connected transaction network.
CENTRALITY-001540,ACC000210,Account,ACC000210,0,14.0,557.74,58.0,74.5,6.0,0.0,4.0,65.18,High,3,18,21,0.008239,0.00030803,39.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-001541,ACC000272,Account,ACC000272,0,3.0,336.76,59.0,92.25,2.0,1.0,2.0,65.34,High,3,6,9,0.003531,0.00026893,39.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-001542,CUST000751,Customer,Lucas Ali,0,10.0,291.18,61.0,80.07,4.0,0.0,4.0,65.47,High,0,0,0,0.0,0.00025145,39.33,Review high-risk graph entity and connected transaction network.
CENTRALITY-001543,ACC000224,Account,ACC000224,0,12.0,528.3000000000001,61.0,89.49,3.0,0.0,2.0,65.27,High,1,13,14,0.005492,0.00025145,39.32,Review high-risk graph entity and connected transaction network.
CENTRALITY-001544,ACC000095,Account,ACC000095,0,5.0,299.82,81.0,63.85,3.0,0.0,2.0,65.3,High,4,5,9,0.003531,0.00028105,39.31,Review high-risk graph entity and connected transaction network.
